trans_hour,trans_day,trans_month,trans_year,trans_amount,upi_number,fraud_risk
8,1,12,2017,4756.14,7662168284,0
4,16,7,2024,91142.84,7662542912,1
12,20,4,2024,17316.25,7662356354,1
12,14,3,2019,188372.67,7662890909,0
8,6,9,2017,110283.89,7662841292,1
13,22,3,2021,32262.08,7662072646,0
21,8,11,2023,74092.91,7662543352,1
12,10,9,2022,148675.47,7662462468,1
14,12,10,2023,106880.03,7662699801,1
6,9,1,2017,48957.66,7662739516,0
5,23,10,2024,12612.67,7662939521,0
11,22,6,2023,14625.47,7662242240,1
22,19,11,2021,36934.98,7662047169,0
13,17,12,2019,163393.54,7662061826,1
18,1,8,2017,51488.68,7662445468,1
9,22,8,2020,125292.46,7662681992,1
1,8,10,2018,79548.91,7662657285,0
15,6,7,2025,18101.63,7662800744,0
14,1,3,2025,24738.2,7662030002,0
11,25,3,2023,60304.38,7662270815,1
0,28,3,2020,160205.86,7662714861,1
20,12,3,2019,55304.66,7662942354,0
19,17,3,2024,14804.01,7662721867,0
12,23,8,2021,180004.16,7662439475,1
15,20,9,2017,28697.47,7662275093,0
10,20,6,2020,53926.08,7662525950,0
19,7,6,2019,199495.17,7662958837,1
14,23,12,2018,43753.49,7662462117,0
3,4,8,2019,5217.87,7662641797,0
11,6,1,2020,40888.36,7662347421,0
12,24,8,2018,57229.19,7662141717,0
21,4,4,2022,149120.48,7662236281,1
15,7,11,2022,3486.62,7662223775,0
12,4,5,2023,9602.99,7662293036,0
9,3,9,2023,10533.95,7662043006,0
3,24,4,2025,81147.07,7662096376,1
13,20,3,2021,53611.99,7662291412,0
10,28,7,2021,167302.32,7662032568,1
18,25,1,2017,113529.67,7662889000,1
15,11,3,2019,26961.27,7662153463,0
19,25,7,2022,46937.36,7662239636,0
8,2,11,2019,25516.92,7662732818,0
5,9,2,2020,164843.88,7662739291,1
16,19,7,2018,110729.32,7662095476,1
0,18,7,2023,22779.99,7662292787,0
20,3,10,2025,57569.27,7662069930,1
15,23,11,2018,173028.64,7662473319,1
17,25,9,2019,20497.29,7662175765,0
11,27,9,2018,25268.87,7662187287,0
17,9,6,2017,38753.17,7662867402,0
14,26,10,2023,778.47,7662681207,0
15,2,5,2022,21344.39,7662926091,0
22,17,8,2020,183983.4,7662306066,1
12,8,6,2018,197051.47,7662740954,1
13,23,3,2019,23670.59,7662043397,0
14,16,12,2020,109613.81,7662266954,1
19,19,4,2024,102643.41,7662915782,0
1,7,4,2019,178441.87,7662728352,1
17,20,10,2019,29949.19,7662808708,1
17,5,5,2021,63218.65,7662517224,0
13,6,7,2019,22682.39,7662264949,1
9,10,2,2018,43677.32,7662700795,0
7,18,11,2024,8560.77,7662772748,0
6,2,5,2019,7644.47,7662407365,0
6,28,12,2023,18426.73,7662455634,0
22,18,1,2023,4968.08,7662641060,1
12,22,3,2018,42070.12,7662097378,0
20,18,12,2023,11933.79,7662426179,0
0,16,1,2022,63082.04,7662336157,1
5,2,5,2020,1737.36,7662475204,0
23,20,6,2025,108075.42,7662894899,1
19,26,9,2017,195045.4,7662640182,1
8,27,4,2024,26075.55,7662179632,0
17,18,3,2020,109814.82,7662797473,1
14,19,1,2019,129931.14,7662670292,1
6,4,10,2020,1624.86,7662572110,0
8,25,5,2022,137983.24,7662988407,1
20,9,11,2019,50765.85,7662318223,0
13,7,8,2021,55171.5,7662708978,0
4,18,5,2021,148403.08,7662271143,1
8,28,10,2025,37919.76,7662940686,1
17,21,5,2022,11126.95,7662406751,0
20,11,11,2018,31728.05,7662635601,0
2,2,12,2018,26454.97,7662197184,0
23,16,1,2025,36793.65,7662431347,0
17,6,9,2022,57385.35,7662613957,0
19,19,11,2017,195654.67,7662805479,1
23,11,10,2020,196289.97,7662057905,1
20,1,3,2024,10031.05,7662355635,0
5,21,8,2025,65907.64,7662759695,1
23,3,5,2023,35205.63,7662605746,0
19,17,3,2022,106312.53,7662643086,1
10,22,7,2020,130519.39,7662148522,1
15,2,3,2025,10033.09,7662464427,0
6,2,1,2018,91607.63,7662586972,1
21,22,2,2022,158879.8,7662923584,1
4,25,7,2024,132072.71,7662091783,1
2,5,1,2017,99127.68,7662943945,1
9,25,8,2024,13914.73,7662608530,0
4,20,2,2017,52204.66,7662702105,1
20,18,4,2024,55188.61,7662411696,1
9,25,7,2025,39757.62,7662086390,0
18,11,2,2017,159611.72,7662226207,1
2,5,11,2018,9852.75,7662944346,0
1,3,3,2023,11051.64,7662573809,1
4,27,10,2019,29271.81,7662234820,0
11,4,10,2021,161017.47,7662918593,1
19,3,8,2017,101763.31,7662436846,1
19,9,12,2022,36883.08,7662692338,0
17,18,2,2019,42765.52,7662839898,0
5,10,8,2019,178372.47,7662408042,1
17,19,5,2018,46617.91,7662317988,0
21,16,7,2021,8083.78,7662458403,0
12,27,12,2024,176174.07,7662799586,1
17,10,6,2024,134271.6,7662133924,1
0,21,9,2020,38443.5,7662182745,1
19,27,6,2022,4586.41,7662081746,0
2,10,6,2025,64522.31,7662443016,1
5,28,6,2019,21732.05,7662426024,0
9,5,1,2022,45111.5,7662439931,0
18,8,10,2023,17883.32,7662432957,0
22,4,8,2020,145019.28,7662588948,1
9,17,6,2023,29769.81,7662113593,0
18,14,9,2019,36334.16,7662646187,0
11,21,3,2020,36201.15,7662092270,0
19,3,1,2017,175702.07,7662421646,1
6,12,2,2023,197863.28,7662424102,1
5,13,10,2024,8408.62,7662571681,0
16,9,7,2021,120989.66,7662177945,1
23,25,1,2023,51295.81,7662096725,0
21,3,3,2022,20346.67,7662114402,0
6,15,3,2020,41446.52,7662260773,1
1,14,8,2021,87648.59,7662068948,1
8,11,11,2024,19085.48,7662786959,0
14,19,9,2019,135385.4,7662828311,1
23,2,5,2018,77396.32,7662532441,1
1,12,2,2023,145747.48,7662625554,1
0,9,2,2019,93395.67,7662890145,1
16,10,7,2024,104874.85,7662278159,1
22,18,6,2021,152053.99,7662256236,1
20,11,8,2018,150249.25,7662172278,1
6,2,9,2022,38843.11,7662456509,0
15,5,7,2019,37631.87,7662150461,0
21,17,10,2025,184354.16,7662217968,1
0,25,11,2025,25734.7,7662410350,0
13,14,3,2021,2189.12,7662430395,0
10,28,8,2021,13087.81,7662639425,0
1,14,11,2021,90405.47,7662067458,1
20,6,4,2022,44844.07,7662334732,1
11,18,6,2024,103937.55,7662737491,1
11,26,5,2024,190808.57,7662026372,1
13,19,3,2024,25424.03,7662334700,0
7,3,9,2025,94411.83,7662910862,1
12,20,1,2018,12679.55,7662645507,0
16,17,3,2025,47338.66,7662842463,1
2,14,11,2017,153564.64,7662475509,1
23,3,6,2023,185290.43,7662987980,1
14,23,7,2017,101603.85,7662895307,1
11,16,2,2025,151363.01,7662386584,1
3,23,12,2020,175850.28,7662313466,1
11,23,7,2020,152186.35,7662669839,0
20,13,10,2022,7729.97,7662720846,0
19,18,3,2017,2236.96,7662148328,0
1,23,9,2019,198828.97,7662539266,1
9,20,3,2024,51940.6,7662296551,1
22,2,5,2020,92418.04,7662110308,1
7,2,12,2018,5492.69,7662620704,0
3,14,4,2025,21098.62,7662298292,0
10,22,2,2017,54158.64,7662479605,0
11,28,3,2019,40983.68,7662010511,0
1,20,8,2025,104886.83,7662221930,1
4,20,10,2019,147345.61,7662268754,1
19,7,5,2022,142913.87,7662332530,1
10,23,5,2020,18990.44,7662670834,0
12,26,1,2017,175155.36,7662042252,1
3,15,2,2025,106818.29,7662243386,1
0,6,4,2019,179133.42,7662316615,1
5,14,11,2021,29276.19,7662017912,0
0,27,5,2024,3603.42,7662325776,0
21,9,10,2022,22678.6,7662198814,0
15,14,9,2021,40865.27,7662645820,1
14,12,3,2025,29825.0,7662771195,0
22,28,5,2017,100399.79,7662335246,1
8,18,6,2020,120512.56,7662368651,0
22,11,1,2018,29978.36,7662897414,0
20,24,12,2022,137560.78,7662125131,1
17,9,3,2022,117912.49,7662120241,1
12,4,7,2023,30882.18,7662332389,0
21,15,12,2021,122682.9,7662299529,1
15,18,5,2022,60306.94,7662974563,1
3,18,4,2025,126927.84,7662274018,1
12,1,6,2021,49323.76,7662458163,0
12,4,5,2022,72004.05,7662432162,0
16,11,8,2022,168444.13,7662171303,1
10,20,11,2025,192270.67,7662268640,1
11,13,11,2018,195146.07,7662568250,1
14,4,11,2020,37517.89,7662977215,0
22,5,6,2018,41314.2,7662346481,0
16,24,3,2017,68347.0,7662854011,0
7,4,11,2019,2878.66,7662319555,0
19,5,1,2025,35137.89,7662283737,0
2,8,10,2023,178745.43,7662538638,1
1,23,2,2022,37298.22,7662115661,1
17,26,5,2023,30656.1,7662477288,0
19,18,8,2021,680.9,7662418163,0
6,24,10,2025,52403.41,7662816668,1
9,22,12,2019,88671.95,7662655350,1
8,20,2,2018,72304.64,7662540082,1
16,28,8,2020,26466.36,7662746607,1
8,10,1,2020,65284.24,7662345168,0
3,19,5,2025,7244.87,7662645510,1
0,14,3,2020,133406.5,7662944322,1
9,6,8,2021,112779.98,7662044818,1
1,22,10,2020,46.54,7662153996,0
13,24,8,2021,103776.72,7662429084,1
21,4,3,2017,10953.92,7662364004,0
10,12,10,2019,109052.39,7662044619,1
22,12,4,2017,6897.15,7662561709,0
20,9,3,2022,8207.33,7662778648,0
15,12,4,2022,29516.2,7662699634,0
13,11,10,2020,18396.25,7662562782,0
20,7,10,2023,18805.37,7662784985,0
15,3,4,2020,147028.02,7662969621,1
20,9,6,2025,107744.61,7662663647,1
4,18,10,2020,171137.35,7662971372,1
6,19,6,2025,4450.96,7662854815,1
15,20,1,2024,11055.69,7662126134,0
7,6,3,2019,63480.45,7662854563,0
23,13,11,2020,167719.39,7662441999,1
17,6,4,2019,129249.81,7662563329,1
3,25,8,2025,126605.52,7662433486,1
3,14,3,2025,140579.99,7662943314,1
8,9,2,2017,96718.65,7662197655,1
10,10,4,2022,83240.52,7662739499,1
7,22,12,2019,2275.01,7662724497,0
16,21,9,2019,143976.69,7662066118,1
8,8,1,2019,168482.54,7662231936,1
5,2,9,2021,149878.39,7662623210,1
14,5,12,2023,10684.21,7662712215,0
18,15,7,2024,18932.6,7662028895,0
9,19,4,2025,18638.81,7662278883,0
14,17,1,2023,181961.46,7662193800,1
22,4,8,2020,46718.69,7662529516,0
7,4,10,2017,188446.82,7662710764,1
18,16,1,2017,21518.87,7662511728,0
0,2,9,2021,136052.97,7662932643,1
5,22,2,2025,935.79,7662990428,0
18,10,8,2018,7292.93,7662667086,0
15,28,11,2017,140731.33,7662271741,1
8,25,7,2017,83594.98,7662787663,1
5,5,6,2021,1574.09,7662395724,0
10,19,3,2018,11824.43,7662079787,0
11,8,5,2024,37165.65,7662185432,0
3,17,12,2019,195426.51,7662646076,1
13,11,12,2018,44260.91,7662638893,0
18,10,1,2020,198073.53,7662301051,1
16,17,12,2024,77422.17,7662777056,1
11,2,5,2024,188040.99,7662807936,1
4,20,12,2020,24087.9,7662750112,0
14,15,6,2022,4630.02,7662456210,0
8,22,12,2025,17333.0,7662655939,1
0,7,8,2019,27935.34,7662368064,1
7,26,12,2017,17082.44,7662150942,0
4,19,5,2024,33317.61,7662295865,1
4,3,3,2024,129330.0,7662633371,1
2,3,7,2019,175287.8,7662305399,1
7,24,7,2020,4472.49,7662457222,0
23,25,9,2021,131408.39,7662128640,1
22,26,4,2018,97278.91,7662205395,1
13,23,9,2021,23252.19,7662406713,0
3,4,9,2024,167261.16,7662320072,1
10,3,6,2023,34139.85,7662423664,0
23,3,11,2020,75372.78,7662608916,1
11,8,10,2017,58309.85,7662583765,0
8,8,2,2019,23790.1,7662643498,0
16,24,2,2025,57383.07,7662901332,1
3,7,5,2019,4252.97,7662217194,0
15,10,5,2019,158886.98,7662782905,0
12,5,8,2024,166713.39,7662782297,1
2,19,11,2025,20082.47,7662835108,0
15,2,2,2023,33516.75,7662841526,0
11,10,11,2023,135677.4,7662426827,1
1,4,1,2023,197616.73,7662907741,1
1,23,6,2020,171677.22,7662222446,1
2,28,1,2023,19031.34,7662155367,0
8,19,3,2017,5619.97,7662639247,0
22,26,4,2025,194738.54,7662871220,1
1,8,6,2020,130302.78,7662492480,1
2,5,2,2020,55852.32,7662215557,0
6,19,4,2020,18094.43,7662125742,0
16,22,3,2025,131342.05,7662198721,1
5,7,10,2023,108596.44,7662398506,1
14,11,7,2018,25161.38,7662969400,0
15,2,10,2018,50084.53,7662158907,0
21,23,7,2023,169342.73,7662405640,1
21,16,3,2022,71775.08,7662429506,0
15,3,11,2024,36489.68,7662436750,0
21,16,12,2021,30168.41,7662152435,0
2,18,2,2018,77615.43,7662930926,1
17,4,11,2017,70755.84,7662818464,0
3,28,4,2017,13686.04,7662190712,0
18,14,10,2021,12113.26,7662570063,0
2,20,7,2025,106448.15,7662616799,1
10,19,8,2018,51008.25,7662827391,0
5,4,5,2020,89065.19,7662551685,1
0,27,9,2023,23890.9,7662146278,0
11,4,8,2021,101845.27,7662607197,1
8,15,2,2020,1147.47,7662239084,0
14,3,12,2017,154317.65,7662369847,1
10,11,10,2017,35183.56,7662416161,0
15,26,11,2019,176120.22,7662071377,1
7,24,12,2021,125479.98,7662669343,0
3,17,3,2022,23513.93,7662188793,0
22,3,6,2022,187843.83,7662251222,1
15,11,3,2023,49122.32,7662356024,1
20,26,1,2022,37914.02,7662869290,0
0,15,7,2019,136919.91,7662584627,1
3,28,6,2020,125491.46,7662018487,1
5,26,9,2017,51901.55,7662682118,1
4,28,8,2024,98384.8,7662114683,1
6,27,3,2023,194392.16,7662479603,1
19,2,11,2018,19040.89,7662888589,0
12,22,9,2024,15179.96,7662053125,0
8,1,12,2020,144888.14,7662046945,1
9,13,1,2020,58624.91,7662228394,0
3,15,5,2024,22629.3,7662904933,0
23,1,4,2018,26159.6,7662229884,1
4,10,1,2022,138766.25,7662353772,1
12,15,8,2023,7366.92,7662685164,0
4,4,2,2022,19695.49,7662504572,0
1,1,12,2022,59749.76,7662363599,1
9,15,3,2021,6937.57,7662818864,0
0,13,6,2020,94081.95,7662182422,1
1,22,6,2023,54202.24,7662594461,1
11,24,10,2023,82321.78,7662057267,1
5,14,1,2021,56849.42,7662446802,1
22,27,7,2024,6698.44,7662967779,0
17,16,7,2025,38869.79,7662364021,0
8,18,5,2018,26877.44,7662524613,0
22,5,5,2022,46091.83,7662436526,0
9,22,6,2024,7403.87,7662919171,0
17,19,12,2023,195029.08,7662651739,1
12,13,5,2019,172015.31,7662002869,1
22,6,9,2021,36334.17,7662757280,0
10,10,2,2019,54713.92,7662236366,1
22,23,12,2019,194168.2,7662935693,1
8,8,11,2017,9749.43,7662164722,0
13,13,7,2019,46198.3,7662193358,0
7,4,6,2023,139201.45,7662477056,1
4,2,11,2021,58772.05,7662803609,0
14,5,5,2023,67219.3,7662056813,1
11,2,11,2020,171322.82,7662890914,1
21,18,1,2025,8826.81,7662848282,0
10,22,8,2022,95845.43,7662972115,1
6,24,8,2020,59937.24,7662410650,0
5,22,10,2020,107804.56,7662002600,1
15,5,8,2024,9867.63,7662355920,0
6,2,9,2019,172774.09,7662355177,1
3,15,10,2022,24943.43,7662711802,0
23,28,9,2023,110050.55,7662280944,1
15,10,7,2020,885.31,7662427262,0
23,13,3,2023,19448.07,7662397183,0
18,10,6,2019,93452.49,7662702486,1
21,16,1,2025,32780.98,7662888649,0
5,16,12,2020,135509.8,7662423647,1
15,1,7,2021,181690.26,7662813483,1
21,17,10,2018,141152.47,7662820004,1
12,3,8,2022,32754.16,7662289392,0
11,11,8,2019,23052.45,7662061295,0
14,20,5,2017,45883.76,7662211668,0
7,4,7,2024,2933.41,7662301883,0
12,26,12,2022,196475.78,7662501780,1
6,2,10,2022,60363.45,7662649310,1
20,27,9,2025,128698.61,7662874510,1
19,9,10,2019,25307.49,7662080282,1
16,4,8,2023,187681.18,7662554202,1
5,21,12,2019,85662.08,7662398055,1
19,21,12,2024,15021.93,7662416295,0
16,4,3,2022,103209.69,7662476449,1
4,13,11,2017,29846.21,7662397782,0
23,21,8,2021,35455.96,7662135699,0
8,22,10,2024,13134.94,7662610737,0
23,20,3,2017,19438.19,7662330760,0
13,7,12,2023,47730.22,7662706864,1
10,18,4,2018,160688.0,7662001488,1
2,7,1,2017,10510.61,7662645130,0
1,22,10,2023,181559.04,7662997374,1
13,27,7,2018,47747.74,7662837507,0
5,3,11,2023,29013.76,7662062111,0
21,25,2,2023,8245.75,7662994468,0
1,1,9,2019,19302.2,7662326653,0
8,2,1,2022,20733.88,7662461117,0
14,1,7,2022,66426.02,7662281633,0
4,21,1,2025,21207.26,7662421251,0
12,3,8,2018,2426.91,7662171968,0
6,25,4,2017,32191.99,7662660796,0
8,15,8,2025,192480.32,7662165369,1
17,23,2,2024,71221.61,7662222201,1
6,9,5,2025,19665.15,7662520804,1
15,20,7,2020,24231.29,7662822511,0
2,5,2,2025,87400.52,7662884679,1
19,27,3,2023,83239.23,7662351095,1
12,24,10,2023,1077.83,7662566935,0
7,22,2,2024,98789.42,7662237564,1
20,26,1,2024,37509.26,7662268170,0
3,2,12,2022,167361.95,7662305781,0
22,10,7,2023,112685.04,7662161795,1
11,2,5,2024,66521.29,7662060113,1
15,14,11,2021,164594.41,7662855451,1
5,12,6,2018,27345.25,7662187267,0
4,23,4,2024,64324.39,7662915905,1
15,27,5,2025,38325.58,7662740950,0
15,11,12,2019,124537.0,7662502838,1
23,20,6,2024,77903.81,7662597122,1
14,12,1,2020,169740.23,7662848190,0
2,7,2,2019,22624.53,7662152622,0
6,20,7,2023,189144.91,7662266368,0
18,22,8,2017,85900.58,7662562085,1
20,6,11,2017,120573.12,7662212018,1
3,11,1,2019,24241.28,7662609384,0
3,15,1,2019,138979.17,7662948489,1
5,20,8,2024,65624.36,7662589153,1
2,4,7,2022,105225.96,7662144170,1
3,4,2,2024,43348.55,7662181523,1
12,16,6,2024,34779.34,7662446005,1
7,3,12,2019,45085.46,7662872585,0
6,16,1,2021,141452.17,7662991416,1
8,19,2,2018,79517.83,7662328264,0
16,19,4,2024,67025.56,7662804835,1
14,22,2,2023,8377.57,7662379270,0
20,11,11,2020,66260.59,7662246588,0
23,1,8,2022,17461.36,7662605684,0
17,7,1,2024,12455.11,7662599044,0
10,20,6,2024,28227.05,7662982369,0
4,11,12,2023,3085.49,7662812054,1
20,20,4,2024,192941.85,7662401679,1
18,9,11,2020,31340.84,7662115531,1
18,26,2,2022,24818.73,7662624520,0
5,8,11,2025,3444.55,7662756184,0
16,11,12,2020,126099.76,7662250213,1
11,15,10,2025,71506.04,7662584127,1
8,25,3,2019,20505.42,7662520031,0
22,25,4,2024,133914.29,7662911443,1
19,10,5,2022,48684.73,7662884934,0
9,4,12,2023,31693.83,7662676918,0
13,23,4,2021,107480.77,7662632054,1
18,9,3,2025,129709.3,7662525801,1
10,2,5,2025,18097.49,7662515733,0
23,23,8,2024,135173.7,7662824124,1
19,23,3,2019,118915.32,7662045173,1
7,8,5,2022,94035.84,7662251992,1
9,10,3,2025,55944.9,7662556984,1
23,7,1,2024,114017.78,7662489916,1
23,2,4,2024,9698.83,7662702563,0
22,6,4,2017,53897.64,7662955573,0
13,1,1,2018,55577.67,7662909213,0
6,14,7,2017,118328.4,7662304974,1
21,8,10,2020,19369.31,7662908633,0
3,23,10,2022,33586.1,7662410849,1
11,27,10,2024,142056.95,7662569839,1
8,26,8,2020,24502.14,7662619005,0
16,21,12,2018,197176.91,7662877945,1
20,15,5,2023,35952.21,7662943590,0
10,13,5,2018,105720.33,7662844199,1
12,12,3,2025,156204.85,7662907658,1
10,13,1,2023,140471.19,7662313831,1
15,3,9,2025,28964.98,7662427158,0
18,24,4,2021,39496.57,7662340596,0
15,15,10,2020,186244.41,7662901572,1
2,15,9,2021,28633.02,7662589450,0
4,19,2,2024,191139.86,7662902686,1
8,12,3,2019,70201.39,7662386488,0
4,8,5,2022,43400.09,7662664300,1
13,6,6,2021,168094.42,7662928130,1
15,25,12,2023,4258.29,7662381658,0
0,21,6,2022,119364.22,7662364434,1
6,11,9,2018,30660.53,7662049084,0
5,4,7,2019,92813.02,7662530120,1
8,13,11,2022,13848.47,7662385433,0
16,20,2,2024,82342.65,7662312641,1
3,25,6,2022,14088.35,7662308348,0
23,24,10,2022,92929.69,7662649597,1
2,11,8,2022,69515.9,7662008176,1
17,11,8,2019,11886.66,7662670127,0
16,6,6,2023,15205.48,7662589266,0
22,23,10,2023,104463.06,7662677649,1
1,28,12,2022,77732.84,7662883237,1
12,17,12,2018,106977.53,7662581955,1
17,11,9,2022,304.26,7662222451,0
11,3,10,2019,53357.2,7662595882,0
15,27,5,2021,130785.52,7662503584,1
19,4,4,2024,20478.2,7662352977,0
1,12,10,2023,190580.96,7662777342,1
23,23,5,2019,69370.2,7662127460,0
1,5,3,2019,15241.91,7662162814,0
16,5,10,2025,157794.18,7662158051,1
23,10,7,2023,81665.22,7662655356,1
17,28,9,2022,193860.62,7662474297,1
6,16,10,2021,140178.71,7662042526,1
2,1,11,2018,115384.52,7662895176,1
17,14,12,2021,110898.81,7662376731,1
15,16,5,2023,24156.85,7662797883,0
14,19,11,2018,112972.08,7662951306,1
18,22,7,2021,51508.76,7662527692,0
8,3,5,2018,45494.31,7662131101,0
9,28,10,2018,19251.28,7662172396,0
16,6,7,2020,59566.97,7662222470,1
16,20,7,2023,196042.4,7662090937,1
12,9,7,2017,147452.28,7662556227,1
17,23,5,2018,9964.62,7662711597,0
23,15,4,2021,29539.26,7662423322,0
21,25,5,2022,6279.96,7662168311,0
16,1,10,2020,139397.81,7662834175,1
20,13,4,2020,110020.66,7662477370,1
10,18,11,2018,187230.85,7662238861,1
20,27,9,2023,23109.27,7662199538,0
19,3,10,2024,171004.34,7662916098,1
2,3,4,2022,29384.98,7662685359,0
20,8,2,2021,23328.62,7662492590,0
3,10,6,2025,14779.03,7662283882,0
11,15,9,2021,29930.45,7662032025,0
2,6,6,2024,79106.14,7662403848,1
20,20,7,2021,45883.12,7662254509,0
7,20,6,2018,118428.92,7662485134,1
21,28,9,2020,6982.06,7662049797,0
15,25,9,2021,16466.17,7662807848,0
21,16,10,2018,33218.0,7662384491,0
12,11,4,2017,43593.53,7662163694,1
21,20,3,2022,43306.06,7662514983,1
0,10,9,2019,29.21,7662622538,0
12,22,6,2019,96819.45,7662106157,1
11,8,1,2018,157754.96,7662339484,1
22,23,7,2022,14115.77,7662806441,0
21,26,7,2024,29561.8,7662256816,0
9,26,9,2020,21047.88,7662380378,0
16,19,3,2018,4080.21,7662043248,0
20,17,10,2024,21758.61,7662432134,0
3,7,7,2022,11245.04,7662571864,0
12,1,3,2023,163637.79,7662506676,0
6,3,11,2019,14758.16,7662063452,0
9,20,10,2019,35943.23,7662611105,0
21,20,10,2025,4870.71,7662253976,0
11,22,2,2024,10212.23,7662326144,0
15,16,11,2020,45386.37,7662725931,0
22,13,12,2019,45768.58,7662531336,0
16,1,9,2023,22062.03,7662921956,1
11,26,9,2025,136726.74,7662564012,1
23,13,7,2019,32084.6,7662011390,0
5,5,10,2022,186875.32,7662638778,1
23,8,4,2017,119802.43,7662517312,1
19,13,3,2020,14857.33,7662994646,0
22,5,2,2024,132113.87,7662816884,1
20,5,2,2022,837.31,7662329825,0
17,8,2,2019,31672.09,7662012627,0
14,26,2,2019,161528.57,7662419471,1
17,21,8,2017,193120.26,7662020461,1
19,24,9,2021,4801.67,7662607069,0
3,15,12,2024,63277.41,7662111172,1
4,2,8,2018,61117.1,7662518660,1
4,7,3,2019,80223.37,7662034007,1
2,7,4,2024,84890.87,7662894710,1
1,24,12,2022,15926.42,7662358985,0
10,18,7,2022,155572.72,7662506490,0
23,2,10,2023,24045.68,7662490803,0
17,21,12,2021,1998.63,7662257502,0
18,24,11,2020,175697.35,7662515244,1
11,23,7,2019,35172.9,7662090435,0
6,10,4,2020,41101.52,7662943536,0
13,26,10,2022,154754.4,7662708713,1
21,23,10,2023,27579.88,7662288990,0
6,7,10,2021,879.47,7662089434,0
9,1,2,2021,78881.75,7662051075,1
7,15,12,2018,48755.41,7662259344,0
18,14,3,2025,174077.99,7662429840,1
18,21,12,2022,15531.18,7662240072,0
7,3,11,2021,178.41,7662738460,0
14,10,5,2018,58554.01,7662547912,0
14,10,6,2021,60539.87,7662023008,1
6,20,5,2019,496.99,7662091967,0
16,12,6,2023,90223.76,7662575811,1
16,6,4,2019,47356.76,7662574183,0
14,17,12,2023,51968.07,7662497158,0
14,23,2,2018,75268.42,7662459111,1
12,28,6,2024,92548.16,7662460225,1
18,5,9,2021,111128.73,7662420940,1
5,1,10,2020,92681.31,7662110295,1
0,2,9,2018,197164.9,7662445139,1
23,20,3,2022,107289.27,7662724500,1
16,27,2,2023,21639.29,7662425667,0
23,5,9,2020,108747.67,7662402408,1
0,10,7,2024,12185.3,7662771427,0
1,2,7,2017,22851.5,7662744267,0
17,23,11,2017,107422.1,7662948143,1
15,5,5,2019,153604.19,7662530599,1
9,18,3,2022,60238.99,7662407547,0
7,10,1,2018,22078.67,7662989466,0
2,13,12,2025,4059.51,7662170932,0
9,11,7,2024,34024.28,7662722309,0
16,20,12,2018,192145.97,7662125247,1
6,14,11,2022,16995.31,7662323188,0
20,16,2,2022,46152.78,7662188546,0
6,18,3,2021,5915.41,7662417521,0
11,12,7,2018,37287.18,7662158536,0
8,8,3,2021,17371.19,7662183755,0
18,11,6,2019,28426.07,7662737312,0
5,9,8,2022,66163.15,7662089651,1
20,22,7,2020,52608.52,7662426247,0
10,11,8,2019,101820.93,7662103115,1
1,23,7,2021,111752.94,7662103654,1
6,26,10,2019,36561.96,7662799585,0
19,26,2,2018,11764.75,7662964942,0
20,23,4,2017,49928.56,7662699292,0
0,19,10,2020,20430.8,7662036462,0
16,9,1,2020,47254.23,7662446223,1
14,18,12,2018,176531.33,7662279114,1
3,20,1,2023,5608.17,7662189772,0
20,13,4,2017,11697.4,7662394396,0
12,16,3,2024,101106.01,7662972616,1
5,2,8,2019,180424.29,7662843728,1
8,21,9,2019,176993.15,7662620041,1
7,4,8,2022,13535.29,7662708638,0
0,16,11,2023,88433.1,7662415486,1
19,12,1,2020,29341.55,7662664805,0
10,28,4,2021,129902.93,7662697789,1
20,23,12,2018,32681.32,7662455646,0
19,10,9,2019,135941.38,7662497708,1
21,20,12,2018,43911.71,7662620021,0
0,26,2,2024,43113.85,7662788004,1
9,4,11,2022,88743.89,7662435568,1
21,6,4,2020,1382.62,7662667508,0
10,8,9,2017,140374.13,7662889874,1
15,28,12,2020,17111.06,7662164966,0
21,12,6,2022,30032.28,7662115358,1
2,4,9,2021,167544.55,7662452078,1
7,14,8,2024,29203.64,7662854084,0
6,11,1,2018,54485.99,7662065048,0
9,1,10,2025,196902.33,7662222015,0
15,20,2,2023,43103.22,7662768659,1
5,17,8,2017,137302.17,7662027969,1
1,13,5,2018,15212.82,7662243979,0
2,26,5,2018,3088.29,7662546931,0
23,24,7,2017,133606.94,7662844342,1
9,1,2,2019,13765.3,7662402957,0
1,7,2,2023,13498.67,7662494987,0
16,5,8,2025,131155.13,7662409137,1
18,22,6,2025,43219.85,7662173558,1
0,21,3,2024,194093.58,7662925882,1
22,21,4,2020,14400.76,7662960418,0
6,17,8,2020,101272.98,7662220332,1
2,24,11,2022,126277.75,7662090158,1
6,7,7,2018,184292.08,7662910769,1
17,1,6,2021,51368.53,7662276638,1
0,20,8,2022,141822.42,7662102790,1
17,27,12,2020,38951.29,7662353086,0
7,20,1,2022,149446.99,7662353357,1
2,14,4,2024,27881.38,7662236946,0
17,21,1,2018,115749.48,7662212054,1
0,4,5,2023,113142.65,7662443320,1
4,23,9,2021,21433.23,7662521397,0
17,11,11,2022,14689.85,7662065251,0
1,12,9,2025,36805.34,7662697746,1
19,28,11,2023,5380.31,7662627658,0
22,25,6,2024,185443.09,7662460464,1
16,10,7,2020,49467.86,7662880575,1
18,20,9,2023,79631.31,7662018584,1
